Date,Open,High,Low,Close,Adj Close,Volume
"21-Mar-16	""6",6189.64,6215.30 ,6154.12 ,6184.58 ,6184.58 ,6184.58 
"22-Mar-16	""6",6184.58,6193.47 ,6110.39 ,6192.74 ,6192.74 ,6192.74 
"23-Mar-16	""6",6192.74,6216.76 ,6171.13 ,6199.11 ,6199.11 ,6199.11 
"24-Mar-16	""6",6199.11,6199.11 ,6090.03 ,6106.48 ,6106.48 ,6106.48 
"29-Mar-16	""6",6106.48,6156.67 ,6070.77 ,6105.90 ,6105.90 ,6105.90 
"30-Mar-16	""6",6105.90,6221.80 ,6105.90 ,6203.17 ,6203.17 ,6203.17 
"31-Mar-16	""6",6203.17,6203.39 ,6149.82 ,6174.90 ,6174.90 ,6174.90 
"1-Apr-16	""6",6174.90,6174.90 ,6076.89 ,6146.05 ,6146.05 ,6146.05 
"4-Apr-16	""6",6146.05,6201.95 ,6132.90 ,6164.72 ,6164.72 ,6164.72 
"5-Apr-16	""6",6164.72,6164.74 ,6061.85 ,6091.23 ,6091.23 ,6091.23 
"6-Apr-16	""6",6091.23,6161.63 ,6091.23 ,6161.63 ,6161.63 ,6161.63 
"7-Apr-16	""6",6161.63,6204.11 ,6119.38 ,6136.89 ,6136.89 ,6136.89 
"8-Apr-16	""6",6136.89,6216.28 ,6136.89 ,6204.41 ,6204.41 ,6204.41 
"11-Apr-16	""6",6204.41,6229.66 ,6165.46 ,6200.12 ,6200.12 ,6200.12 
"12-Apr-16	""6",6200.12,6248.27 ,6176.28 ,6242.39 ,6242.39 ,6242.39 
"13-Apr-16	""6",6242.39,6362.89 ,6242.39 ,6362.89 ,6362.89 ,6362.89 
"14-Apr-16	""6",6362.89,6373.93 ,6335.40 ,6365.10 ,6365.10 ,6365.10 
"15-Apr-16	""6",6365.10,6372.52 ,6328.19 ,6343.75 ,6343.75 ,6343.75 
"18-Apr-16	""6",6343.75,6354.88 ,6261.71 ,6353.52 ,6353.52 ,6353.52 
"19-Apr-16	""6",6353.52,6418.25 ,6353.49 ,6405.35 ,6405.35 ,6405.35 
"20-Apr-16	""6",6405.35,6421.91 ,6367.36 ,6410.26 ,6410.26 ,6410.26 
"21-Apr-16	""6",6410.26,6427.32 ,6352.93 ,6381.44 ,6381.44 ,6381.44 
"22-Apr-16	""6",6381.44,6381.58 ,6289.34 ,6310.44 ,6310.44 ,6310.44 
"25-Apr-16	""6",6310.44,6324.60 ,6249.34 ,6260.92 ,6260.92 ,6260.92 
"26-Apr-16	""6",6260.92,6297.88 ,6260.92 ,6284.52 ,6284.52 ,6284.52 
"27-Apr-16	""6",6284.52,6319.91 ,6255.20 ,6319.91 ,6319.91 ,6319.91 
"28-Apr-16	""6",6319.91,6322.40 ,6224.47 ,6322.40 ,6322.40 ,6322.40 
"29-Apr-16	""6",6322.40,6322.40 ,6241.89 ,6241.89 ,6241.89 ,6241.89 
"3-May-16	""6",6241.89,6270.03 ,6159.86 ,6185.59 ,6185.59 ,6185.59 
"4-May-16	""6",6185.59,6185.59 ,6100.76 ,6112.02 ,6112.02 ,6112.02 
"5-May-16	""6",6112.02,6152.59 ,6102.29 ,6117.25 ,6117.25 ,6117.25 
"6-May-16	""6",6117.25,6129.90 ,6054.74 ,6125.70 ,6125.70 ,6125.70 
"9-May-16	""6",6125.70,6177.60 ,6108.37 ,6114.81 ,6114.81 ,6114.81 
"10-May-16	""6",6114.81,6180.19 ,6114.81 ,6156.65 ,6156.65 ,6156.65 
"11-May-16	""6",6156.65,6172.72 ,6131.22 ,6162.49 ,6162.49 ,6162.49 
"12-May-16	""6",6162.49,6193.21 ,6094.14 ,6104.19 ,6104.19 ,6104.19 
"13-May-16	""6",6104.19,6138.50 ,6060.10 ,6138.50 ,6138.50 ,6138.50 
"16-May-16	""6",6138.50,6157.24 ,6092.21 ,6151.40 ,6151.40 ,6151.40 
"17-May-16	""6",6151.40,6215.88 ,6147.16 ,6167.77 ,6167.77 ,6167.77 
"18-May-16	""6",6167.77,6169.33 ,6115.99 ,6165.80 ,6165.80 ,6165.80 
"19-May-16	""6",6165.80,6165.80 ,6050.21 ,6053.35 ,6053.35 ,6053.35 
"20-May-16	""6",6053.35,6156.50 ,6053.35 ,6156.32 ,6156.32 ,6156.32 
"23-May-16	""6",6156.32,6173.06 ,6122.57 ,6136.43 ,6136.43 ,6136.43 
"24-May-16	""6",6136.43,6231.85 ,6109.58 ,6219.26 ,6219.26 ,6219.26 
"25-May-16	""6",6219.26,6270.25 ,6219.26 ,6262.85 ,6262.85 ,6262.85 
"26-May-16	""6",6262.85,6281.73 ,6243.49 ,6265.65 ,6265.65 ,6265.65 
"27-May-16	""6",6265.65,6275.90 ,6250.27 ,6270.79 ,6270.79 ,6270.79 
"31-May-16	""6",6270.79,6290.07 ,6230.11 ,6230.79 ,6230.79 ,6230.79 
"1-Jun-16	""6",6230.79,6233.18 ,6151.90 ,6191.93 ,6191.93 ,6191.93 
"2-Jun-16	""6",6191.93,6220.27 ,6173.05 ,6185.61 ,6185.61 ,6185.61 
"3-Jun-16	""6",6185.61,6251.74 ,6168.19 ,6209.63 ,6209.63 ,6209.63 
"6-Jun-16	""6",6209.63,6301.56 ,6209.63 ,6273.40 ,6273.40 ,6273.40 
"7-Jun-16	""6",6273.40,6322.60 ,6273.40 ,6284.53 ,6284.53 ,6284.53 
"8-Jun-16	""6",6284.53,6304.51 ,6263.80 ,6301.52 ,6301.52 ,6301.52 
"9-Jun-16	""6",6301.52,6301.73 ,6229.07 ,6231.89 ,6231.89 ,6231.89 
"10-Jun-16	""6",6231.89,6231.89 ,6097.24 ,6115.76 ,6115.76 ,6115.76 
"13-Jun-16	""6",6115.76,6115.76 ,6044.97 ,6044.97 ,6044.97 ,6044.97 
"14-Jun-16	""6",6044.97,6044.97 ,5921.72 ,5923.53 ,5923.53 ,5923.53 
"15-Jun-16	""5",5923.53,6007.49 ,5923.39 ,5966.80 ,5966.80 ,5966.80 
"16-Jun-16	""5",5966.80,5966.80 ,5899.97 ,5950.48 ,5950.48 ,5950.48 
"17-Jun-16	""5",5950.48,6046.10 ,5950.48 ,6021.09 ,6021.09 ,6021.09 
"20-Jun-16	""6",6021.09,6236.53 ,6021.09 ,6204.00 ,6204.00 ,6204.00 
"21-Jun-16	""6",6204.00,6250.19 ,6156.23 ,6226.55 ,6226.55 ,6226.55 
"22-Jun-16	""6",6226.55,6315.62 ,6222.01 ,6261.19 ,6261.19 ,6261.19 
"23-Jun-16	""6",6261.19,6380.58 ,6261.19 ,6338.10 ,6338.10 ,6338.10 
"24-Jun-16	""6",6338.10,6338.55 ,5788.74 ,6138.69 ,6138.69 ,6138.69 
"27-Jun-16	""6",6138.69,6138.69 ,5958.66 ,5982.20 ,5982.20 ,5982.20 
"28-Jun-16	""5",5982.20,6170.26 ,5982.20 ,6140.39 ,6140.39 ,6140.39 
"29-Jun-16	""6",6140.39,6360.06 ,6140.39 ,6360.06 ,6360.06 ,6360.06 
"30-Jun-16	""6",6360.06,6504.33 ,6309.98 ,6504.33 ,6504.33 ,6504.33 
"1-Jul-16	""6",6504.33,6587.44 ,6498.56 ,6577.83 ,6577.83 ,6577.83 
"4-Jul-16	""6",6577.83,6612.13 ,6514.81 ,6522.26 ,6522.26 ,6522.26 
"5-Jul-16	""6",6522.26,6561.58 ,6472.25 ,6545.37 ,6545.37 ,6545.37 
"6-Jul-16	""6",6545.37,6580.32 ,6432.47 ,6463.59 ,6463.59 ,6463.59 
"7-Jul-16	""6",6463.59,6579.25 ,6463.59 ,6533.79 ,6533.79 ,6533.79 
"8-Jul-16	""6",6533.79,6605.83 ,6515.24 ,6590.64 ,6590.64 ,6590.64 
"11-Jul-16	""6",6590.64,6695.07 ,6590.64 ,6682.86 ,6682.86 ,6682.86 
"12-Jul-16	""6",6682.86,6703.09 ,6663.66 ,6680.69 ,6680.69 ,6680.69 
"13-Jul-16	""6",6680.69,6717.17 ,6654.64 ,6670.40 ,6670.40 ,6670.40 
"14-Jul-16	""6",6670.40,6743.42 ,6648.40 ,6654.47 ,6654.47 ,6654.47 
"15-Jul-16	""6",6654.47,6669.24 ,6616.51 ,6669.24 ,6669.24 ,6669.24 
"18-Jul-16	""6",6669.24,6715.58 ,6653.67 ,6695.42 ,6695.42 ,6695.42 
"19-Jul-16	""6",6695.42,6711.69 ,6660.87 ,6697.37 ,6697.37 ,6697.37 
"20-Jul-16	""6",6697.37,6736.57 ,6694.36 ,6728.99 ,6728.99 ,6728.99 
"21-Jul-16	""6",6728.99,6732.07 ,6694.52 ,6699.89 ,6699.89 ,6699.89 
"22-Jul-16	""6",6699.89,6735.94 ,6663.72 ,6730.48 ,6730.48 ,6730.48 
"25-Jul-16	""6",6730.48,6756.13 ,6691.03 ,6710.13 ,6710.13 ,6710.13 
"26-Jul-16	""6",6710.13,6744.80 ,6708.58 ,6724.03 ,6724.03 ,6724.03 
"27-Jul-16	""6",6724.03,6780.05 ,6723.71 ,6750.43 ,6750.43 ,6750.43 
"28-Jul-16	""6",6750.43,6762.72 ,6718.90 ,6721.06 ,6721.06 ,6721.06 
"29-Jul-16	""6",6721.06,6740.47 ,6691.13 ,6724.43 ,6724.43 ,6724.43 
"1-Aug-16	""6",6724.43,6769.41 ,6678.45 ,6693.95 ,6693.95 ,6693.95 
"2-Aug-16	""6",6693.95,6694.14 ,6630.76 ,6645.40 ,6645.40 ,6645.40 
"3-Aug-16	""6",6645.40,6673.63 ,6621.42 ,6634.40 ,6634.40 ,6634.40 
"4-Aug-16	""6",6634.40,6749.67 ,6615.83 ,6740.16 ,6740.16 ,6740.16 
"5-Aug-16	""6",6740.16,6802.41 ,6738.57 ,6793.47 ,6793.47 ,6793.47 
"8-Aug-16	""6",6793.47,6829.47 ,6781.47 ,6809.13 ,6809.13 ,6809.13 
"9-Aug-16	""6",6809.13,6863.10 ,6807.76 ,6851.30 ,6851.30 ,6851.30 
"10-Aug-16	""6",6851.30,6866.42 ,6820.04 ,6866.42 ,6866.42 ,6866.42 
"11-Aug-16	""6",6866.42,6914.71 ,6812.73 ,6914.71 ,6914.71 ,6914.71 
"12-Aug-16	""6",6914.71,6931.04 ,6896.04 ,6916.02 ,6916.02 ,6916.02 
"15-Aug-16	""6",6916.02,6955.34 ,6907.17 ,6941.19 ,6941.19 ,6941.19 
"16-Aug-16	""6",6941.19,6941.19 ,6893.92 ,6893.92 ,6893.92 ,6893.92 
"17-Aug-16	""6",6893.92,6920.76 ,6849.90 ,6859.15 ,6859.15 ,6859.15 
"18-Aug-16	""6",6859.15,6893.35 ,6850.61 ,6868.96 ,6868.96 ,6868.96 
"19-Aug-16	""6",6868.96,6871.48 ,6840.94 ,6858.95 ,6858.95 ,6858.95 
"22-Aug-16	""6",6858.95,6884.61 ,6812.07 ,6828.54 ,6828.54 ,6828.54 
"23-Aug-16	""6",6828.54,6885.39 ,6828.54 ,6868.51 ,6868.51 ,6868.51 
"24-Aug-16	""6",6868.51,6868.51 ,6825.22 ,6835.78 ,6835.78 ,6835.78 
"25-Aug-16	""6",6835.78,6836.22 ,6779.15 ,6816.90 ,6816.90 ,6816.90 
"26-Aug-16	""6",6816.90,6857.29 ,6798.82 ,6838.05 ,6838.05 ,6838.05 
"30-Aug-16	""6",6838.05,6851.83 ,6808.07 ,6820.79 ,6820.79 ,6820.79 
"31-Aug-16	""6",6820.79,6832.89 ,6779.54 ,6781.51 ,6781.51 ,6781.51 
"1-Sep-16	""6",6781.51,6826.22 ,6723.21 ,6745.97 ,6745.97 ,6745.97 
"2-Sep-16	""6",6745.97,6928.25 ,6745.97 ,6894.60 ,6894.60 ,6894.60 
"5-Sep-16	""6",6894.60,6910.66 ,6867.08 ,6879.42 ,6879.42 ,6879.42 
"6-Sep-16	""6",6879.42,6887.92 ,6818.96 ,6826.05 ,6826.05 ,6826.05 
"7-Sep-16	""6",6826.05,6856.12 ,6814.87 ,6846.58 ,6846.58 ,6846.58 
"8-Sep-16	""6",6846.58,6889.64 ,6819.82 ,6858.70 ,6858.70 ,6858.70 
"9-Sep-16	""6",6858.70,6862.38 ,6762.30 ,6776.95 ,6776.95 ,6776.95 
"12-Sep-16	""6",6776.95,6776.95 ,6654.48 ,6700.90 ,6700.90 ,6700.90 
"13-Sep-16	""6",6700.90,6724.74 ,6665.63 ,6665.63 ,6665.63 ,6665.63 
"14-Sep-16	""6",6665.63,6720.29 ,6665.63 ,6673.31 ,6673.31 ,6673.31 
"15-Sep-16	""6",6673.31,6736.84 ,6654.82 ,6730.30 ,6730.30 ,6730.30 
"16-Sep-16	""6",6730.30,6746.29 ,6692.73 ,6710.28 ,6710.28 ,6710.28 
"19-Sep-16	""6",6710.28,6813.95 ,6710.28 ,6813.55 ,6813.55 ,6813.55 
"20-Sep-16	""6",6813.55,6869.10 ,6798.02 ,6830.79 ,6830.79 ,6830.79 
"21-Sep-16	""6",6830.79,6879.81 ,6830.47 ,6834.77 ,6834.77 ,6834.77 
"22-Sep-16	""6",6834.77,6937.33 ,6834.77 ,6911.40 ,6911.40 ,6911.40 
"23-Sep-16	""6",6911.40,6920.23 ,6882.62 ,6909.43 ,6909.43 ,6909.43 
"26-Sep-16	""6",6909.43,6909.63 ,6806.47 ,6818.04 ,6818.04 ,6818.04 
"27-Sep-16	""6",6818.04,6865.45 ,6768.86 ,6807.67 ,6807.67 ,6807.67 
"28-Sep-16	""6",6807.67,6878.21 ,6807.67 ,6849.38 ,6849.38 ,6849.38 
"29-Sep-16	""6",6849.38,6941.09 ,6849.38 ,6919.42 ,6919.42 ,6919.42 
"30-Sep-16	""6",6919.42,6919.42 ,6809.51 ,6899.33 ,6899.33 ,6899.33 
"3-Oct-16	""6",6899.33,6996.43 ,6898.09 ,6983.52 ,6983.52 ,6983.52 
"4-Oct-16	""6",6983.52,7121.93 ,6983.52 ,7074.34 ,7074.34 ,7074.34 
"5-Oct-16	""7",7074.34,7076.71 ,7024.13 ,7033.25 ,7033.25 ,7033.25 
"6-Oct-16	""7",7033.25,7049.34 ,6999.96 ,6999.96 ,6999.96 ,6999.96 
"7-Oct-16	""6",6999.96,7079.25 ,6999.96 ,7044.39 ,7044.39 ,7044.39 
"10-Oct-16	""7",7044.39,7104.49 ,7024.08 ,7097.50 ,7097.50 ,7097.50 
"11-Oct-16	""7",7097.50,7129.83 ,7061.36 ,7070.88 ,7070.88 ,7070.88 
"12-Oct-16	""7",7070.88,7079.42 ,7015.76 ,7024.01 ,7024.01 ,7024.01 
"13-Oct-16	""7",7024.01,7024.01 ,6930.04 ,6977.74 ,6977.74 ,6977.74 
"14-Oct-16	""6",6977.74,7055.18 ,6977.74 ,7013.55 ,7013.55 ,7013.55 
"17-Oct-16	""7",7013.55,7013.55 ,6937.43 ,6947.55 ,6947.55 ,6947.55 
"18-Oct-16	""6",6947.55,7033.02 ,6946.39 ,7000.06 ,7000.06 ,7000.06 
"19-Oct-16	""7",7000.06,7031.20 ,6975.92 ,7021.92 ,7021.92 ,7021.92 
"20-Oct-16	""7",7021.92,7047.55 ,6998.84 ,7026.90 ,7026.90 ,7026.90 
"21-Oct-16	""7",7026.90,7058.39 ,7011.09 ,7020.47 ,7020.47 ,7020.47 
"24-Oct-16	""7",7020.47,7067.34 ,6983.40 ,6986.40 ,6986.40 ,6986.40 
"25-Oct-16	""6",6986.40,7067.23 ,6985.92 ,7017.64 ,7017.64 ,7017.64 
"26-Oct-16	""7",7017.64,7017.64 ,6917.77 ,6958.09 ,6958.09 ,6958.09 
"27-Oct-16	""6",6958.09,7003.93 ,6924.05 ,6986.57 ,6986.57 ,6986.57 
"28-Oct-16	""6",6986.57,7006.43 ,6927.21 ,6996.26 ,6996.26 ,6996.26 
"31-Oct-16	""6",6996.26,6996.26 ,6945.29 ,6954.22 ,6954.22 ,6954.22 
"1-Nov-16	""6",6954.22,6993.79 ,6903.61 ,6917.14 ,6917.14 ,6917.14 
"2-Nov-16	""6",6917.14,6917.14 ,6845.42 ,6845.42 ,6845.42 ,6845.42 
"3-Nov-16	""6",6845.42,6873.21 ,6790.51 ,6790.51 ,6790.51 ,6790.51 
"4-Nov-16	""6",6790.51,6790.52 ,6676.56 ,6693.26 ,6693.26 ,6693.26 
"7-Nov-16	""6",6693.26,6806.90 ,6693.26 ,6806.90 ,6806.90 ,6806.90 
"8-Nov-16	""6",6806.90,6849.31 ,6795.06 ,6843.13 ,6843.13 ,6843.13 
"9-Nov-16	""6",6843.13,6911.84 ,6696.33 ,6911.84 ,6911.84 ,6911.84 
"10-Nov-16	""6",6911.84,6997.25 ,6799.05 ,6827.98 ,6827.98 ,6827.98 
"11-Nov-16	""6",6827.98,6849.04 ,6709.72 ,6730.43 ,6730.43 ,6730.43 
"14-Nov-16	""6",6730.43,6814.19 ,6730.43 ,6753.18 ,6753.18 ,6753.18 
"15-Nov-16	""6",6753.18,6820.52 ,6753.18 ,6792.74 ,6792.74 ,6792.74 
"16-Nov-16	""6",6792.74,6810.53 ,6735.69 ,6749.72 ,6749.72 ,6749.72 
"17-Nov-16	""6",6749.72,6798.75 ,6745.08 ,6794.71 ,6794.71 ,6794.71 
"18-Nov-16	""6",6794.71,6811.62 ,6740.34 ,6775.77 ,6775.77 ,6775.77 
"21-Nov-16	""6",6775.77,6820.90 ,6754.16 ,6777.96 ,6777.96 ,6777.96 
"22-Nov-16	""6",6777.96,6851.37 ,6777.96 ,6819.72 ,6819.72 ,6819.72 
"23-Nov-16	""6",6819.72,6880.74 ,6779.45 ,6817.71 ,6817.71 ,6817.71 
"24-Nov-16	""6",6817.71,6831.23 ,6790.69 ,6829.20 ,6829.20 ,6829.20 
"25-Nov-16	""6",6829.20,6852.14 ,6818.12 ,6840.75 ,6840.75 ,6840.75 
"28-Nov-16	""6",6840.75,6840.96 ,6769.77 ,6799.47 ,6799.47 ,6799.47 
"29-Nov-16	""6",6799.47,6800.91 ,6729.36 ,6772.00 ,6772.00 ,6772.00 
"30-Nov-16	""6",6772.00,6845.74 ,6765.23 ,6783.79 ,6783.79 ,6783.79 
"1-Dec-16	""6",6783.79,6789.30 ,6688.41 ,6752.93 ,6752.93 ,6752.93 
"2-Dec-16	""6",6752.93,6752.93 ,6678.74 ,6730.72 ,6730.72 ,6730.72 
"5-Dec-16	""6",6730.72,6799.50 ,6697.65 ,6746.83 ,6746.83 ,6746.83 
"6-Dec-16	""6",6746.83,6785.32 ,6723.05 ,6779.84 ,6779.84 ,6779.84 
"7-Dec-16	""6",6779.84,6902.23 ,6779.84 ,6902.23 ,6902.23 ,6902.23 
"8-Dec-16	""6",6902.23,6937.51 ,6892.17 ,6931.55 ,6931.55 ,6931.55 
"9-Dec-16	""6",6931.55,6962.25 ,6929.46 ,6954.21 ,6954.21 ,6954.21 
"12-Dec-16	""6",6954.21,6976.78 ,6875.43 ,6890.42 ,6890.42 ,6890.42 
"13-Dec-16	""6",6890.42,6977.99 ,6877.52 ,6968.57 ,6968.57 ,6968.57 
"14-Dec-16	""6",6968.57,6970.52 ,6941.95 ,6949.19 ,6949.19 ,6949.19 
"15-Dec-16	""6",6949.19,7010.48 ,6925.88 ,6999.01 ,6999.01 ,6999.01 
"16-Dec-16	""6",6999.01,7038.43 ,6990.35 ,7011.64 ,7011.64 ,7011.64 
"19-Dec-16	""7",7011.64,7025.74 ,6986.44 ,7017.16 ,7017.16 ,7017.16 
"20-Dec-16	""7",7017.16,7045.22 ,6992.62 ,7043.96 ,7043.96 ,7043.96 
"21-Dec-16	""7",7043.96,7056.98 ,7025.68 ,7041.42 ,7041.42 ,7041.42 
"22-Dec-16	""7",7041.42,7063.68 ,7020.13 ,7063.68 ,7063.68 ,7063.68 
"23-Dec-16	""7",7063.68,7071.11 ,7054.64 ,7068.17 ,7068.17 ,7068.17 
"28-Dec-16	""7",7068.17,7109.37 ,7060.85 ,7106.08 ,7106.08 ,7106.08 
"29-Dec-16	""7",7106.08,7120.26 ,7074.47 ,7120.26 ,7120.26 ,7120.26 
"30-Dec-16	""7",7120.26,7142.83 ,7087.54 ,7142.83 ,7142.83 ,7142.83 
"3-Jan-17	""7",7142.83,7205.45 ,7142.83 ,7177.89 ,7177.89 ,7177.89 
"4-Jan-17	""7",7177.89,7189.74 ,7168.77 ,7189.74 ,7189.74 ,7189.74 
"5-Jan-17	""7",7189.74,7211.96 ,7172.77 ,7195.31 ,7195.31 ,7195.31 
"6-Jan-17	""7",7195.31,7210.05 ,7180.64 ,7210.05 ,7210.05 ,7210.05 
"9-Jan-17	""7",7210.05,7243.76 ,7207.40 ,7237.77 ,7237.77 ,7237.77 
"10-Jan-17	""7",7237.77,7284.81 ,7237.29 ,7275.47 ,7275.47 ,7275.47 
"11-Jan-17	""7",7275.47,7328.51 ,7257.15 ,7290.49 ,7290.49 ,7290.49 
"12-Jan-17	""7",7290.49,7302.34 ,7263.42 ,7292.37 ,7292.37 ,7292.37 
"13-Jan-17	""7",7292.37,7338.49 ,7292.37 ,7337.81 ,7337.81 ,7337.81 
"16-Jan-17	""7",7337.81,7354.14 ,7320.47 ,7327.13 ,7327.13 ,7327.13 
"17-Jan-17	""7",7327.13,7329.27 ,7220.38 ,7220.38 ,7220.38 ,7220.38 
"18-Jan-17	""7",7220.38,7260.47 ,7218.41 ,7247.61 ,7247.61 ,7247.61 
"19-Jan-17	""7",7247.61,7249.63 ,7191.67 ,7208.44 ,7208.44 ,7208.44 
"20-Jan-17	""7",7208.44,7221.01 ,7193.73 ,7198.44 ,7198.44 ,7198.44 
"23-Jan-17	""7",7198.44,7198.44 ,7131.46 ,7151.18 ,7151.18 ,7151.18 
"24-Jan-17	""7",7151.18,7190.15 ,7144.44 ,7150.34 ,7150.34 ,7150.34 
"25-Jan-17	""7",7150.34,7205.68 ,7150.34 ,7164.43 ,7164.43 ,7164.43 
"26-Jan-17	""7",7164.43,7184.75 ,7151.34 ,7161.49 ,7161.49 ,7161.49 
"27-Jan-17	""7",7161.49,7184.73 ,7150.76 ,7184.49 ,7184.49 ,7184.49 
"30-Jan-17	""7",7184.49,7184.70 ,7105.67 ,7118.48 ,7118.48 ,7118.48 
"31-Jan-17	""7",7118.48,7162.53 ,7099.15 ,7099.15 ,7099.15 ,7099.15 
"1-Feb-17	""7",7099.15,7170.24 ,7099.15 ,7107.65 ,7107.65 ,7107.65 
"2-Feb-17	""7",7107.65,7163.94 ,7093.57 ,7140.75 ,7140.75 ,7140.75 
"3-Feb-17	""7",7140.75,7202.37 ,7133.63 ,7188.30 ,7188.30 ,7188.30 
"6-Feb-17	""7",7188.30,7208.73 ,7165.17 ,7172.15 ,7172.15 ,7172.15 
"7-Feb-17	""7",7172.15,7227.22 ,7159.57 ,7186.22 ,7186.22 ,7186.22 
"8-Feb-17	""7",7186.22,7195.94 ,7147.18 ,7188.82 ,7188.82 ,7188.82 
"9-Feb-17	""7",7188.82,7238.74 ,7183.14 ,7229.50 ,7229.50 ,7229.50 
"10-Feb-17	""7",7229.50,7274.80 ,7229.45 ,7258.75 ,7258.75 ,7258.75 
"13-Feb-17	""7",7258.75,7298.47 ,7257.67 ,7278.92 ,7278.92 ,7278.92 
"14-Feb-17	""7",7278.92,7292.65 ,7251.81 ,7268.56 ,7268.56 ,7268.56 
"15-Feb-17	""7",7268.56,7313.44 ,7268.56 ,7302.41 ,7302.41 ,7302.41 
"16-Feb-17	""7",7302.41,7302.41 ,7260.74 ,7277.92 ,7277.92 ,7277.92 
"17-Feb-17	""7",7277.92,7307.14 ,7253.16 ,7299.96 ,7299.96 ,7299.96 
"20-Feb-17	""7",7299.96,7329.56 ,7283.29 ,7299.86 ,7299.86 ,7299.86 
"21-Feb-17	""7",7299.86,7318.98 ,7267.49 ,7274.83 ,7274.83 ,7274.83 
"22-Feb-17	""7",7274.83,7314.26 ,7274.71 ,7302.25 ,7302.25 ,7302.25 
"23-Feb-17	""7",7302.25,7310.05 ,7262.94 ,7271.37 ,7271.37 ,7271.37 
"24-Feb-17	""7",7271.37,7271.86 ,7192.45 ,7243.70 ,7243.70 ,7243.70 
"27-Feb-17	""7",7243.70,7285.19 ,7239.66 ,7253.00 ,7253.00 ,7253.00 
"28-Feb-17	""7",7253.00,7284.20 ,7246.60 ,7263.44 ,7263.44 ,7263.44 
"1-Mar-17	""7",7263.44,7383.05 ,7263.44 ,7382.90 ,7382.90 ,7382.90 
"2-Mar-17	""7",7382.90,7394.61 ,7372.68 ,7382.35 ,7382.35 ,7382.35 
"3-Mar-17	""7",7382.35,7382.36 ,7353.64 ,7374.26 ,7374.26 ,7374.26 
"6-Mar-17	""7",7374.26,7374.26 ,7338.94 ,7350.12 ,7350.12 ,7350.12 
"7-Mar-17	""7",7350.12,7363.74 ,7335.27 ,7338.99 ,7338.99 ,7338.99 
"8-Mar-17	""7",7338.99,7354.47 ,7315.86 ,7334.61 ,7334.61 ,7334.61 
"9-Mar-17	""7",7334.61,7336.26 ,7263.62 ,7314.96 ,7314.96 ,7314.96 
"10-Mar-17	""7",7314.96,7373.00 ,7314.96 ,7343.08 ,7343.08 ,7343.08 
"13-Mar-17	""7",7343.08,7377.41 ,7342.02 ,7367.08 ,7367.08 ,7367.08 
"14-Mar-17	""7",7367.08,7386.17 ,7339.27 ,7357.85 ,7357.85 ,7357.85 
"15-Mar-17	""7",7357.85,7383.33 ,7357.58 ,7368.64 ,7368.64 ,7368.64 
"16-Mar-17	""7",7368.64,7444.62 ,7368.64 ,7415.95 ,7415.95 ,7415.95 
"17-Mar-17	""7",7415.95,7447.00 ,7402.64 ,7424.96 ,7424.96 ,7424.96 
"20-Mar-17	""7",7424.96,7433.68 ,7399.97 ,7429.81 ,7429.81 ,7429.81 
"21-Mar-17	""7",7429.81,7440.85 ,7360.67 ,7378.34 ,7378.34 ,7378.34 
"22-Mar-17	""7",7378.34,7378.40 ,7301.83 ,7324.72 ,7324.72 ,7324.72 
"23-Mar-17	""7",7324.72,7346.40 ,7307.65 ,7340.71 ,7340.71 ,7340.71 
"24-Mar-17	""7",7340.71,7351.60 ,7322.86 ,7336.82 ,7336.82 ,7336.82 
"27-Mar-17	""7",7336.82,7336.82 ,7255.78 ,7293.50 ,7293.50 ,7293.50 
"28-Mar-17	""7",7293.50,7349.59 ,7285.80 ,7343.42 ,7343.42 ,7343.42 
"29-Mar-17	""7",7343.42,7373.72 ,7313.90 ,7373.72 ,7373.72 ,7373.72 
"30-Mar-17	""7",7373.72,7384.80 ,7340.25 ,7369.52 ,7369.52 ,7369.52 
"31-Mar-17	""7",7369.52,7369.55 ,7322.92 ,7322.92 ,7322.92 ,7322.92 
"3-Apr-17	""7",7322.92,7350.30 ,7280.76 ,7282.69 ,7282.69 ,7282.69 
"4-Apr-17	""7",7282.69,7324.60 ,7282.69 ,7321.82 ,7321.82 ,7321.82 
"5-Apr-17	""7",7321.82,7362.59 ,7321.82 ,7331.68 ,7331.68 ,7331.68 
"6-Apr-17	""7",7331.68,7331.68 ,7258.11 ,7303.20 ,7303.20 ,7303.20 
"7-Apr-17	""7",7303.20,7349.37 ,7284.73 ,7349.37 ,7349.37 ,7349.37 
"10-Apr-17	""7",7349.37,7359.25 ,7337.01 ,7348.94 ,7348.94 ,7348.94 
"11-Apr-17	""7",7348.94,7406.35 ,7332.59 ,7365.50 ,7365.50 ,7365.50 
"12-Apr-17	""7",7365.50,7402.42 ,7348.84 ,7348.99 ,7348.99 ,7348.99 
"13-Apr-17	""7",7348.99,7348.99 ,7298.85 ,7327.59 ,7327.59 ,7327.59 
"18-Apr-17	""7",7327.59,7327.59 ,7147.50 ,7147.50 ,7147.50 ,7147.50 
"19-Apr-17	""7",7147.50,7151.18 ,7114.36 ,7114.36 ,7114.36 ,7114.36 
"20-Apr-17	""7",7114.36,7127.58 ,7096.83 ,7118.54 ,7118.54 ,7118.54 
