Date,Open,High,Low,Close,Adj Close,Volume
2015-02-23,3666.000000,3727.500000,3644.000000,3727.500000,3306.201660,2516781
2015-02-24,3727.000000,3770.000000,3718.500000,3737.000000,3314.627686,2685567
2015-02-25,3733.000000,3739.000000,3685.000000,3731.000000,3309.306152,2570084
2015-02-26,3750.000000,3799.000000,3716.500000,3795.000000,3366.072754,3034094
2015-02-27,3799.000000,3806.000000,3759.500000,3782.000000,3354.541748,3177355
2015-03-02,3774.500000,3780.000000,3739.500000,3756.500000,3331.924072,2381216
2015-03-03,3787.500000,3811.500000,3749.000000,3767.000000,3341.237305,2188165
2015-03-04,3788.000000,3813.000000,3735.500000,3813.000000,3382.038574,2311407
2015-03-05,3832.500000,3893.750000,3806.500000,3892.500000,3452.552979,3867733
2015-03-06,3879.500000,3894.000000,3822.500000,3825.500000,3393.125488,2985572
2015-03-09,3825.000000,3825.000000,3746.500000,3756.000000,3331.480469,2591878
2015-03-10,3744.500000,3770.000000,3652.010010,3652.500000,3239.678711,3138477
2015-03-11,3663.500000,3682.500000,3613.000000,3627.000000,3217.060547,2523119
2015-03-12,3649.000000,3675.500000,3629.000000,3641.500000,3229.921875,2214868
2015-03-13,3660.000000,3674.500000,3619.000000,3644.000000,3232.139648,2336235
2015-03-16,3644.500000,3722.000000,3636.000000,3708.500000,3289.349121,2641777
2015-03-17,3698.500000,3734.500000,3679.500000,3715.500000,3295.557861,2515963
2015-03-18,3729.000000,3808.500000,3701.500000,3796.000000,3366.959473,4003013
2015-03-19,3690.000000,3715.500000,3635.000000,3668.000000,3341.994873,5947662
2015-03-20,3676.000000,3676.000000,3647.500000,3657.000000,3331.972412,6144310
2015-03-23,3667.000000,3715.879883,3641.500000,3703.500000,3374.339600,3168121
2015-03-24,3685.500000,3737.000000,3664.000000,3664.000000,3338.350342,3082176
2015-03-25,3664.500000,3681.000000,3639.500000,3639.500000,3316.028076,2221849
2015-03-26,3614.000000,3622.000000,3446.530029,3570.000000,3252.704834,5596549
2015-03-27,3587.500000,3588.000000,3538.000000,3552.000000,3236.304688,2401057
2015-03-30,3598.000000,3599.000000,3554.500000,3594.500000,3275.027344,2885991
2015-03-31,3598.500000,3598.500000,3482.500000,3488.500000,3178.448486,4940595
2015-04-01,3496.500000,3546.000000,3481.500000,3538.500000,3224.004639,3077806
2015-04-02,3528.500000,3583.000000,3514.000000,3577.000000,3259.082764,2238426
2015-04-07,3577.000000,3637.679932,3575.000000,3631.000000,3308.282959,2501622
2015-04-08,3615.500000,3625.000000,3579.120117,3589.000000,3270.016357,2110707
2015-04-09,3607.000000,3651.000000,3596.500000,3631.000000,3308.282959,2367370
2015-04-10,3642.500000,3721.000000,3636.000000,3716.000000,3385.728760,2730057
2015-04-13,3706.500000,3706.500000,3622.929932,3662.000000,3336.528320,1945599
2015-04-14,3646.000000,3690.000000,3629.000000,3677.500000,3350.650391,1796061
2015-04-15,3677.500000,3711.000000,3667.000000,3691.000000,3362.950928,1938505
2015-04-16,3709.000000,3747.729980,3675.500000,3742.000000,3409.417969,3941425
2015-04-17,3750.000000,3780.000000,3709.000000,3724.000000,3393.017822,3894772
2015-04-20,3750.500000,3775.000000,3740.199951,3765.000000,3430.374023,2195940
2015-04-21,3758.500000,3797.000000,3735.000000,3762.500000,3428.095947,2910884
2015-04-22,3775.000000,3775.000000,3704.000000,3734.000000,3402.128906,2634691
2015-04-23,3756.500000,3774.000000,3720.000000,3753.000000,3419.440430,2997684
2015-04-24,3760.000000,3770.949951,3715.500000,3746.500000,3413.518066,2372045
2015-04-27,3749.000000,3758.500000,3687.500000,3721.500000,3390.739746,2837512
2015-04-28,3725.500000,3725.500000,3632.500000,3669.500000,3343.361816,3145883
2015-04-29,3635.000000,3648.000000,3582.000000,3588.500000,3269.560547,4386981
2015-04-30,3602.500000,3620.000000,3573.500000,3592.500000,3273.205322,3292730
2015-05-01,3595.000000,3668.000000,3554.000000,3640.000000,3316.483398,1605754
2015-05-05,3640.000000,3690.000000,3547.500000,3547.500000,3232.204834,1533248
2015-05-06,3558.000000,3598.000000,3549.979980,3582.500000,3264.093994,2440178
2015-05-07,3588.000000,3600.000000,3498.000000,3576.000000,3258.171875,4291377
2015-05-08,3645.000000,3652.620117,3598.000000,3640.000000,3316.483398,3835228
2015-05-11,3630.500000,3674.810059,3613.000000,3621.000000,3299.172119,2827070
2015-05-12,3594.500000,3605.000000,3520.820068,3557.500000,3241.315918,3646469
2015-05-13,3585.500000,3621.500000,3558.500000,3572.000000,3254.527100,2625827
2015-05-14,3572.000000,3607.979980,3543.500000,3602.000000,3281.860840,2142010
2015-05-15,3620.500000,3713.889893,3571.500000,3592.000000,3272.749512,2178895
2015-05-18,3599.500000,3619.000000,3545.000000,3595.500000,3275.938721,1892250
2015-05-19,3638.500000,3655.000000,3618.500000,3639.500000,3316.028076,2302944
2015-05-20,3636.000000,3652.000000,3606.000000,3644.000000,3320.127930,2529973
2015-05-21,3644.500000,3649.000000,3609.000000,3633.000000,3310.105713,1590606
2015-05-22,3634.500000,3698.919922,3621.000000,3621.000000,3299.172119,2667471
2015-05-26,3621.000000,3641.000000,3586.649902,3611.500000,3290.516357,1813196
2015-05-27,3625.000000,3679.000000,3617.500000,3664.500000,3338.806152,3463328
2015-05-28,3666.500000,3708.000000,3665.500000,3691.500000,3363.406006,2917391
2015-05-29,3690.500000,3691.000000,3599.000000,3605.500000,3285.049805,3533638
2015-06-01,3607.000000,3653.149902,3584.000000,3592.500000,3273.205322,2959983
2015-06-02,3563.500000,3565.000000,3494.500000,3506.000000,3194.393066,4018024
2015-06-03,3511.500000,3568.000000,3506.000000,3535.500000,3221.271240,2926941
2015-06-04,3536.500000,3536.500000,3478.000000,3520.000000,3207.148926,3519104
2015-06-05,3509.000000,3509.000000,3438.500000,3440.000000,3134.259277,2928078
2015-06-08,3431.000000,3447.000000,3385.000000,3431.000000,3126.059082,3373484
2015-06-09,3432.500000,3442.500000,3400.500000,3423.000000,3118.770264,2604950
2015-06-10,3413.500000,3440.500000,3383.000000,3434.000000,3128.792236,3419796
2015-06-11,3432.000000,3458.500000,3417.000000,3445.000000,3138.814453,2015801
2015-06-12,3427.500000,3430.000000,3392.500000,3417.500000,3113.758545,2418207
2015-06-15,3399.000000,3438.000000,3388.500000,3411.500000,3108.291992,2623424
2015-06-16,3418.000000,3529.500000,3406.500000,3511.000000,3198.948486,5369720
2015-06-17,3529.000000,3539.500000,3477.000000,3503.000000,3191.659912,3063337
2015-06-18,3499.500000,3556.000000,3488.500000,3556.000000,3239.949463,3863336
2015-06-19,3550.000000,3582.500000,3536.000000,3547.000000,3231.749023,4471752
2015-06-22,3592.000000,3605.500000,3554.000000,3593.500000,3274.116211,2788435
2015-06-23,3598.500000,3607.000000,3569.000000,3579.500000,3261.360596,2180886
2015-06-24,3571.000000,3617.000000,3556.500000,3591.000000,3271.838623,2258357
2015-06-25,3573.000000,3611.500000,3556.000000,3556.000000,3239.949463,2546552
2015-06-26,3538.500000,3570.500000,3525.500000,3546.500000,3231.293457,2046730
2015-06-29,3477.500000,3531.000000,3467.500000,3475.500000,3166.604004,2542954
2015-06-30,3464.500000,3484.000000,3415.000000,3415.000000,3111.480957,3925716
2015-07-01,3446.000000,3510.000000,3427.899902,3499.000000,3188.015381,3058077
2015-07-02,3507.500000,3509.000000,3474.000000,3495.000000,3184.370850,1665426
2015-07-03,3483.500000,3515.500000,3473.000000,3481.500000,3172.070557,1122048
2015-07-06,3448.000000,3507.500000,3433.500000,3485.000000,3175.259766,2258211
2015-07-07,3478.500000,3492.500000,3452.000000,3462.000000,3154.303711,2562915
2015-07-08,3486.500000,3529.500000,3457.000000,3529.500000,3215.804199,2751987
2015-07-09,3531.500000,3568.500000,3508.500000,3564.500000,3247.693359,2123937
2015-07-10,3606.500000,3650.409912,3570.500000,3626.500000,3304.183350,2657806
2015-07-13,3663.500000,3671.500000,3597.500000,3617.000000,3295.527588,2478624
2015-07-14,3625.000000,3656.000000,3609.500000,3639.500000,3316.028076,1978088
2015-07-15,3626.500000,3656.500000,3605.500000,3653.000000,3328.327881,1649980
2015-07-16,3660.000000,3687.000000,3640.000000,3659.500000,3334.250244,1999168
2015-07-17,3664.500000,3678.000000,3634.000000,3651.000000,3326.505859,1931800
2015-07-20,3675.000000,3675.500000,3637.000000,3651.000000,3326.505859,1756154
2015-07-21,3665.000000,3676.000000,3630.000000,3659.500000,3334.250244,1633242
2015-07-22,3636.500000,3653.000000,3581.500000,3592.500000,3273.205322,2271659
2015-07-23,3637.000000,3660.500000,3559.000000,3579.500000,3261.360596,2185264
2015-07-24,3585.000000,3629.000000,3542.500000,3550.000000,3234.482422,2019556
2015-07-27,3559.500000,3575.000000,3498.000000,3512.000000,3199.859863,2864846
2015-07-28,3540.000000,3551.500000,3517.500000,3551.500000,3235.849121,2649899
2015-07-29,3650.000000,3680.500000,3629.500000,3680.500000,3353.383789,4121533
2015-07-30,3693.000000,3747.000000,3673.500000,3740.000000,3407.595947,4317575
2015-07-31,3750.000000,3806.500000,3743.739990,3801.000000,3463.174072,4070097
2015-08-03,3788.500000,3800.000000,3766.000000,3785.000000,3448.596191,2934352
2015-08-04,3790.500000,3843.000000,3783.000000,3821.000000,3481.396729,3023407
2015-08-05,3822.500000,3851.500000,3803.000000,3828.500000,3488.229980,2350252
2015-08-06,3828.500000,3871.000000,3823.000000,3830.000000,3489.596680,2135039
2015-08-07,3813.500000,3824.000000,3793.500000,3805.000000,3466.818604,1903003
2015-08-10,3828.000000,3835.000000,3777.000000,3822.500000,3482.763428,2036056
2015-08-11,3808.500000,3831.000000,3768.000000,3774.000000,3438.573975,2389362
2015-08-12,3755.000000,3782.449951,3678.350098,3707.500000,3377.984619,3443366
2015-08-13,3741.500000,3777.500000,3698.500000,3731.000000,3399.395508,2917460
2015-08-14,3743.500000,3745.000000,3713.500000,3721.000000,3390.284424,1676771
2015-08-17,3740.500000,3743.060059,3700.500000,3726.500000,3395.295166,1754062
2015-08-18,3730.500000,3734.000000,3654.939941,3709.000000,3379.350830,2278014
2015-08-19,3702.500000,3703.000000,3648.500000,3657.000000,3331.972412,2553687
2015-08-20,3598.000000,3601.000000,3558.500000,3582.500000,3308.790039,2572543
2015-08-21,3555.500000,3585.500000,3499.500000,3499.500000,3232.131836,3148581
2015-08-24,3378.000000,3420.500000,3231.500000,3355.500000,3099.133301,9014844
2015-08-25,3391.500000,3440.500000,3364.500000,3425.000000,3163.323486,5320593
2015-08-26,3385.000000,3462.000000,3366.000000,3405.500000,3145.313477,5040014
2015-08-27,3466.500000,3476.500000,3409.500000,3465.000000,3200.267578,2974775
2015-08-28,3479.500000,3487.080078,3386.159912,3479.000000,3213.197754,2740427
2015-09-01,3479.000000,3479.000000,3367.500000,3391.000000,3131.921387,3333313
2015-09-02,3404.500000,3423.500000,3358.000000,3392.500000,3133.306641,2655432
2015-09-03,3419.000000,3458.500000,3404.000000,3450.500000,3186.875244,2837808
2015-09-04,3431.000000,3431.000000,3376.500000,3384.500000,3125.917725,2640968
2015-09-07,3401.500000,3412.500000,3367.000000,3400.000000,3140.233398,1278921
2015-09-08,3400.000000,3439.500000,3354.600098,3410.500000,3149.931396,1979384
2015-09-09,3468.500000,3484.000000,3434.500000,3469.500000,3204.423828,2228883
2015-09-10,3442.000000,3444.000000,3403.500000,3439.500000,3176.715576,2918361
2015-09-11,3435.500000,3454.500000,3402.000000,3424.000000,3162.399902,2875951
2015-09-14,3441.500000,3467.000000,3420.000000,3423.000000,3161.476318,1822278
2015-09-15,3440.000000,3477.500000,3405.000000,3472.500000,3207.194336,3204526
2015-09-16,3490.500000,3582.000000,3484.500000,3575.000000,3301.863525,3350847
